Serial Number,6027
File Created,29/ 7/2025 12:22:17
Source Application,Kinetics
User,

Wavelength (nm),309.0
Measurement Mode,Serial
Integration time (ms),2000
Delay(s),0
Duration(s),10800
Interval(s),9
Mode,Delta A
Factor,1.000
Units,

Time(s),Absorbance
0.0,0.821
9.0,0.818
18.0,0.814
27.0,0.813
36.0,0.810
45.0,0.808
54.0,0.806
63.0,0.805
72.0,0.804
81.0,0.803
90.0,0.802
99.0,0.801
108.0,0.799
117.0,0.799
126.0,0.797
135.0,0.795
144.0,0.794
153.0,0.792
162.0,0.792
171.0,0.791
180.0,0.789
189.0,0.787
198.0,0.786
207.0,0.785
216.0,0.784
225.0,0.783
234.0,0.782
243.0,0.780
252.0,0.780
261.0,0.779
270.0,0.776
279.0,0.777
288.0,0.776
297.0,0.774
306.0,0.774
315.0,0.772
324.0,0.772
333.0,0.771
342.0,0.770
351.0,0.768
360.0,0.767
369.0,0.767
378.0,0.765
387.0,0.764
396.0,0.763
405.0,0.762
414.0,0.761
423.0,0.760
432.0,0.759
441.0,0.758
450.0,0.758
459.0,0.755
468.0,0.756
477.0,0.755
486.0,0.754
495.0,0.752
504.0,0.751
513.0,0.750
522.0,0.750
531.0,0.749
540.0,0.747
549.0,0.747
558.0,0.745
567.0,0.745
576.0,0.744
585.0,0.743
594.0,0.742
603.0,0.741
612.0,0.740
621.0,0.738
630.0,0.737
639.0,0.737
648.0,0.737
657.0,0.736
666.0,0.734
675.0,0.734
684.0,0.732
693.0,0.731
702.0,0.731
711.0,0.730
720.0,0.728
729.0,0.727
738.0,0.727
747.0,0.726
756.0,0.725
765.0,0.724
774.0,0.723
783.0,0.722
792.0,0.722
801.0,0.720
810.0,0.719
819.0,0.718
828.0,0.717
837.0,0.717
846.0,0.716
855.0,0.715
864.0,0.714
873.0,0.714
882.0,0.712
891.0,0.711
900.0,0.710
909.0,0.710
918.0,0.708
927.0,0.707
936.0,0.706
945.0,0.706
954.0,0.704
963.0,0.704
972.0,0.702
981.0,0.701
990.0,0.700
999.0,0.699
1008.0,0.699
1017.0,0.698
1026.0,0.697
1035.0,0.697
1044.0,0.695
1053.0,0.694
1062.0,0.693
1071.0,0.693
1080.0,0.692
1089.0,0.691
1098.0,0.690
1107.0,0.689
1116.0,0.688
1125.0,0.688
1134.0,0.687
1143.0,0.685
1152.0,0.684
1161.0,0.683
