Serial Number,6027
File Created,25/ 7/2025 11:43:28
Source Application,Kinetics
User,

Wavelength (nm),307.0
Measurement Mode,Serial
Integration time (ms),2000
Delay(s),0
Duration(s),3600
Interval(s),5
Mode,Delta A
Factor,1.000
Units,

Time(s),Absorbance
1590.0,0.032
1595.0,0.032
1600.0,0.032
1605.0,0.031
1610.0,0.031
1615.0,0.031
1620.0,0.031
1625.0,0.030
1630.0,0.030
1635.0,0.030
1640.0,0.030
1645.0,0.029
1650.0,0.029
1655.0,0.029
1660.0,0.029
1665.0,0.029
1670.0,0.029
1675.0,0.028
1680.0,0.028
1685.0,0.027
1690.0,0.027
1695.0,0.027
1700.0,0.027
1705.0,0.027
1710.0,0.027
1715.0,0.026
1720.0,0.026
1725.0,0.026
1730.0,0.025
1735.0,0.026
1740.0,0.026
1745.0,0.026
1750.0,0.025
1755.0,0.025
1760.0,0.025
1765.0,0.024
1770.0,0.025
1775.0,0.024
1780.0,0.024
1785.0,0.024
1790.0,0.023
1795.0,0.024
1800.0,0.023
1805.0,0.023
1810.0,0.023
1815.0,0.023
1820.0,0.023
1825.0,0.022
1830.0,0.023
1835.0,0.022
1840.0,0.023
1845.0,0.022
1850.0,0.022
1855.0,0.022
1860.0,0.022
1865.0,0.022
1870.0,0.022
1875.0,0.021
1880.0,0.021
1885.0,0.021
1890.0,0.021
1895.0,0.021
1900.0,0.021
1905.0,0.021
1910.0,0.021
1915.0,0.020
1920.0,0.021
1925.0,0.020
1930.0,0.020
1935.0,0.020
1940.0,0.020
1945.0,0.020
1950.0,0.020
1955.0,0.020
1960.0,0.020
1965.0,0.020
1970.0,0.019
1975.0,0.020
1980.0,0.019
1985.0,0.019
1990.0,0.019
1995.0,0.019
2000.0,0.019
2005.0,0.019
2010.0,0.019
2015.0,0.018
2020.0,0.018
2025.0,0.018
2030.0,0.018
2035.0,0.018
2040.0,0.018
2045.0,0.018
2050.0,0.018
2055.0,0.018
2060.0,0.018
2065.0,0.018
2070.0,0.018
2075.0,0.018
2080.0,0.018
2085.0,0.018
2090.0,0.017
2095.0,0.018
2100.0,0.017
2105.0,0.017
2110.0,0.017
2115.0,0.017
2120.0,0.017
2125.0,0.017
2130.0,0.017
2135.0,0.017
2140.0,0.017
2145.0,0.017
2150.0,0.017
2155.0,0.016
2160.0,0.016
2165.0,0.016
2170.0,0.016
2175.0,0.016
2180.0,0.016
2185.0,0.016
2190.0,0.016
2195.0,0.016
2200.0,0.016
2205.0,0.016
2210.0,0.016
2215.0,0.016
2220.0,0.016
2225.0,0.015
2230.0,0.016
2235.0,0.015
2240.0,0.015
2245.0,0.015
2250.0,0.016
2255.0,0.015
2260.0,0.015
2265.0,0.015
2270.0,0.015
2275.0,0.015
2280.0,0.015
2285.0,0.015
2290.0,0.015
2295.0,0.015
2300.0,0.015
2305.0,0.015
2310.0,0.014
2315.0,0.015
2320.0,0.014
2325.0,0.014
2330.0,0.015
2335.0,0.015
2340.0,0.014
2345.0,0.015
2350.0,0.014
2355.0,0.014
2360.0,0.015
2365.0,0.015
2370.0,0.014
2375.0,0.014
2380.0,0.014
2385.0,0.014
2390.0,0.014
2395.0,0.014
2400.0,0.014
2405.0,0.014
2410.0,0.014
2415.0,0.014
2420.0,0.014
2425.0,0.014
2430.0,0.014
2435.0,0.014
2440.0,0.014
2445.0,0.014
2450.0,0.014
2455.0,0.014
2460.0,0.014
2465.0,0.013
2470.0,0.014
2475.0,0.013
2480.0,0.014
2485.0,0.014
2490.0,0.013
2495.0,0.014
2500.0,0.014
2505.0,0.014
2510.0,0.014
2515.0,0.013
2520.0,0.013
2525.0,0.013
2530.0,0.013
2535.0,0.014
2540.0,0.013
2545.0,0.013
2550.0,0.013
2555.0,0.014
2560.0,0.013
2565.0,0.013
2570.0,0.013
2575.0,0.013
2580.0,0.013
2585.0,0.013
2590.0,0.014
2595.0,0.013
2600.0,0.013
2605.0,0.013
2610.0,0.013
2615.0,0.013
2620.0,0.013
2625.0,0.013
2630.0,0.013
2635.0,0.013
2640.0,0.013
2645.0,0.013
2650.0,0.013
2655.0,0.013
2660.0,0.012
2665.0,0.013
2670.0,0.013
2675.0,0.013
2680.0,0.013
2685.0,0.013
2690.0,0.013
2695.0,0.013
2700.0,0.013
2705.0,0.013
2710.0,0.013
2715.0,0.013
2720.0,0.013
2725.0,0.013
2730.0,0.013
2735.0,0.013
2740.0,0.013
2745.0,0.013
2750.0,0.013
2755.0,0.013
2760.0,0.013
2765.0,0.013
2770.0,0.013
2775.0,0.013
2780.0,0.013
2785.0,0.013
2790.0,0.013
2795.0,0.012
2800.0,0.013
2805.0,0.013
2810.0,0.013
2815.0,0.013
2820.0,0.013
2825.0,0.013
2830.0,0.013
2835.0,0.013
2840.0,0.013
2845.0,0.013
2850.0,0.013
2855.0,0.013
2860.0,0.013
2865.0,0.013
2870.0,0.013
2875.0,0.013
2880.0,0.013
2885.0,0.013
2890.0,0.013
2895.0,0.013
2900.0,0.013
2905.0,0.013
2910.0,0.013
2915.0,0.013
2920.0,0.012
2925.0,0.012
2930.0,0.013
2935.0,0.013
2940.0,0.013
2945.0,0.012
2950.0,0.013
2955.0,0.013
2960.0,0.013
2965.0,0.013
2970.0,0.013
2975.0,0.013
2980.0,0.013
2985.0,0.013
2990.0,0.013
2995.0,0.013
3000.0,0.012
3005.0,0.012
3010.0,0.013
3015.0,0.012
3020.0,0.012
3025.0,0.013
3030.0,0.013
3035.0,0.012
3040.0,0.013
3045.0,0.013
3050.0,0.013
3055.0,0.012
3060.0,0.013
3065.0,0.013
3070.0,0.013
3075.0,0.012
3080.0,0.013
3085.0,0.013
3090.0,0.013
3095.0,0.013
3100.0,0.012
3105.0,0.013
3110.0,0.012
3115.0,0.012
3120.0,0.013
3125.0,0.013
3130.0,0.013
3135.0,0.012
3140.0,0.012
3145.0,0.013
3150.0,0.012
3155.0,0.012
3160.0,0.013
3165.0,0.013
3170.0,0.013
3175.0,0.013
3180.0,0.013
3185.0,0.013
3190.0,0.013
3195.0,0.013
3200.0,0.013
3205.0,0.012
3210.0,0.013
3215.0,0.013
